1,2,3,4,5,6,7,8,9,10,11,12
RT,71,"Feiler, Matt SF15",74,"DiLauro, Christian SF19",00,"Coyle, Anthony SF20",,,,,PIT
TE,89,"McDonald, Vance T/SF",81,"Gentry, Zach 19/5",49,"Scotland-Williamson, Christian CF18",,,,,PIT
TE,00,"Ebron, Eric U/Ind",87,"Rader, Kevin SF19",,,,,,,PIT
QB,7,"ROETHLISBERGER, BEN 04/1",2,"Rudolph, Mason 18/3",6,"Hodges, Devlin CF19",5,"Lynch, Paxton SF19",16,"Barrett, JT SF19",PIT
RB,30,"Conner, James 17/3",38,"Samuels, Jaylen 18/5",24,"Snell Jr., Benny 19/4",00,"McFarland Jr., Anthony 20/4",42,"Webb, Ralph SF18",PIT
RB,,,,,,,,,40,"Whyte Jr., Kerrith P/Chi",PIT
FB,00,"Watt, Derek U/LAC",33,"Edmunds, Trey SF18",00,"Nigh, Spencer CF20",,,,,PIT
LWR,12,"Robinson, Allen U/Jax",83,"Wims, Javon 18/7",13,"Wesley, Alex CF19",00,"Davis, Trevor U/Mia",,,CHI
RWR,84,"Patterson, Cordarrelle U/NE",14,"Ives, Thomas CF19",00,"Mooney, Darnell 20/5",,,,,CHI
SWR,17,"Miller, Anthony 18/2",88,"Ridley, Riley 19/4",19,"Davis, Reggie SF19",,,,,CHI
LT,72,"Leno Jr., Charles 14/7",78,"Spriggs, Jason U/GB",78,"Boyd, Dino CF19",,,,,CHI
LG,68,"Daniels, James 18/2",60,"Levin, Corey P/Den",00,"Hambright, Arlington 20/7",,,,,CHI
C,65,"Whitehair, Cody 16/2",67,"Mustipher, Sam CF19",,,,,,,CHI
RG,69,"Coward, Rashaad CF17",74,"Ifedi, Germain U/Sea",00,"Simmons, Lachavious 20/7",,,,,CHI
RT,70,"MASSIE, BOBBY U/Arz",64,"Bars, Alex CF19",,,,,,,CHI
TE,00,"Kmet, Cole 20/2",86,"Harris, Demetrius SF20",87,"Shaheen, Adam 17/2",49,"Horsted, Jesper CF19",,,CHI
TE,80,"GRAHAM, JIMMY CC/GB",82,"Braunecker, Ben CF16",81,"Holtz, JP W/Was",43,"Saubert, Eric P/Oak",44,"Clark, Darion SF20",CHI
QB,10,"Trubisky, Mitch 17/1",9,"FOLES, NICK T/Jax",8,"Bray, Tyler U/KC",,,,,CHI
RB,29,"Cohen, Tarik 17/4",32,"Montgomery, David 19/3",35,"Nall, Ryan CF18",,,,,CHI
LWR,19,"Golladay, Kenny 17/3",14,"Fulgham, Travis 19/6",17,"Hall, Marvin SF19",85,"Kennedy, Tom CF19",00,"Davis, Geremy U/LAC",DET
RWR,11,"JONES, MARVIN U/Cin",00,"Allison, Geronimo U/GB",15,"Lacy, Chris W/NE",00,"Cephus, Quintez 20/5",,,DET
SWR,80,"AMENDOLA, DANNY CC/Mia",13,"Bolden Jr., Victor SF19",,,,,,,DET
LT,68,"Decker, Taylor 16/1",65,"Crosby, Tyrell 18/5",,,,,,,DET
LG,66,"Dahl, Joe 16/5",79,"WIGGINS, KENNY U/LAC",00,"Stenberg, Logan 20/4",74,"Benenoch, Caleb W/Dal",,,DET
C,77,"Ragnow, Frank 18/1",63,"Benzschawel, Beau CF19",00,"Bodine, Russell SF19",,,,,DET
RG,76,"Aboushi, Oday U/Arz",00,"Jackson, Jonah 20/3",00,"Garnett, Josh SF20",,,,,DET
RT,00,"Vaitai, Halapoulivaati U/Phi",70,"Skipper, Dan W/Hou",67,"Nelson, Matt CF19",,,,,DET
TE,83,"James, Jesse U/Pit",88,"Hockenson, TJ 19/1",89,"Nauta, Isaac 19/7",00,"Sokol, Matt CF19",,,DET
QB,9,"STAFFORD, MATTHEW 09/1",00,"DANIEL, CHASE U/Chi",10,"Blough, David T/Cle",,,,,DET
RB,33,"Johnson, Kerryon 18/2",00,"Swift, D'Andre 20/2",43,"Scarbrough, Bo SF19",31,"Johnson, Ty 19/6",36,"Hills, Wes CF19",DET
RB,,,,,,,,,00,"Huntley, Jason 20/5",DET
FB,46,"Bawden, Nick 18/7",,,,,,,,,DET
LWR,17,"Adams, Davante 14/2",19,"St. Brown, Equanimeous 18/6",16,"Kumerow, Jake SF17",13,"Lazard, Allen P/Jax",86,"Taylor, Malik CF19",GB
RWR,83,"Valdes-Scantling, Marquez 18/5",11,"Funchess, Devin U/Ind",10,"Shepherd, Darrius CF19",48,"Ento, Kabion CF19",84,"Begelton, Reggie SF20",GB
LT,69,"Bakhtiari, David 13/4",79,"Leglue, John P/NO",73,"Nijman, Yosuah CF19",,,,,GB
LG,65,"TAYLOR, LANE CF13",74,"Jenkins, Elgton 19/2",76,"Runyan, Jon 20/6",,,,,GB
C,63,"Linsley, Corey 14/5",61,"Madison, Cole 18/5",67,"Hanson, Jake 20/6",,,,,GB
RG,77,"Turner, Billy U/Den",62,"Patrick, Lucas CF16",72,"Stepaniak, Simon 20/6",,,,,GB
RT,71,"WAGNER, RICKY CC/Det",70,"Light, Alex CF18",64,"Conway, Cody CF19",78,"Bruffy, Travis CF20",,,GB
TE,89,"LEWIS, MARCEDES SF18",85,"Tonyan Jr., Robert SF17",87,"Sternberger, Jace 19/3",88,"Baylis, Evan SF18",99,"Looney, James 18/7",GB
TE,,,,,,,,,45,"Jones, Jordan CF20",GB
QB,12,"RODGERS, AARON 05/1",10,"Love, Jordan 20/1",8,"Boyle, Tim CF18",7,"Morton, Jalen CF20",,,GB
RB,33,"Jones, Aaron 17/5",28,"Dillon, AJ 20/2",30,"Williams, Jamaal 17/4",22,"Williams, Dexter 19/6",34,"Crockett, Damarea CF19",GB
RB,,,,,,,27,"Taylor Jr., Patrick CF20",32,"Ervin, Tyler W/Jax",GB
FB,46,"Wellman, Elijah SF20",81,"Deguara, Josiah 20/3",,,,,,,GB
LWR,19,"Thielen, Adam CF13",11,"Sharpe, Tajae U/Ten",17,"Osborn, KJ 20/5",15,"Hollins, Alexander CF19",16,"Davis, Davion CF19",MIN
RWR,18,"Jefferson, Justin 20/1",81,"Johnson, Olabisi 19/7",12,"Beebe, Chad CF18",13,"Mitchell, Dillon 19/7",,,MIN
LT,71,"REIFF, RILEY U/Det",72,"Cleveland, Ezra 20/2",,,,,,,MIN
LG,65,"Elflein, Pat 17/3",76,"Collins, Aviante CF17",,,,,,,MIN
C,56,"Bradbury, Garrett 19/1",61,"Jones, Brett T/NYG",,,,,,,MIN
RG,73,"Samia, Dru 19/4",78,"Dozier, Dakota U/NYJ",68,"Hinton, Kyle 20/7",,,,,MIN
RT,75,"O'Neill, Brian 18/2",69,"Hill, Rashod P/Jax",74,"Udoh, Olisaemeka 19/6",64,"Brandel, Blake 20/6",,,MIN
TE,82,"RUDOLPH, KYLE 11/2",84,"Smith Jr., Irv 19/2",83,"Conklin, Tyler 18/5",85,"Dillon, Brandon CF19",,,MIN
QB,8,"COUSINS, KIRK U/Was",4,"Mannion, Sean U/LAR",7,"Stanley, Nate 20/7",3,"Browning, Jake CF19",,,MIN
RB,33,"Cook, Dalvin 17/2",25,"Mattison, Alexander 19/3",31,"Abdullah, Ameer W/Det",23,"Boone, Michael CF18",35,"Brooks-James, Tony CF19",MIN
FB,30,"Ham, CJ CF16",,,,,,,,,MIN
LWR,00,"Cooks, Brandin T/LAR",11,"Mitchell Jr., Steven SF18",19,"Whitney, Isaac SF18",00,"Coulter, Isaiah 20/5",,,HOU
RWR,12,"Stills, Kenny T/Mia",15,"Fuller, Will 16/1",13,"Hansen, Chad W/NO",,,,,HOU
SWR,00,"Cobb, Randall U/Dal",16,"Coutee, Keke 18/4",14,"Carter, DeAndre W/Phi",,,,,HOU
LT,78,"Tunsil, Laremy T/Mia",00,"Qvale, Brent U/NYJ",75,"Nkansah, Elijah SF19",79,"Steinmetz, David SF18",,,HOU
LG,74,"Scharping, Max 19/2",72,"Leonard, Rick SF19",00,"Heck, Charlie 20/4",,,,,HOU
C,66,"Martin, Nick 16/2",65,"Mancz, Greg CF15",,,,,,,HOU
RG,73,"Fulton, Zach U/KC",64,"Kelemete, Senio U/NO",,,,,,,HOU
RT,71,"Howard, Tytus 19/1",63,"Johnson, Roderick W/Cle",68,"Murphy, Kyle SF19",,,,,HOU
TE,87,"FELLS, DARREN CC/Cle",83,"Thomas, Jordan 18/6",88,"Akins, Jordan 18/3",81,"Warring, Kahale 19/3",,,HOU
QB,4,"Watson, Deshaun 17/1",2,"McCarron, AJ CC/Oak",3,"McGough, Alex SF19",,,,,HOU
RB,00,"Johnson, David T/Arz",25,"Johnson, Duke T/Cle",38,"Howell, Buddy W/Mia",31,"Higdon, Karan CF19",,,HOU
FB,44,"Gillaspia, Cullen 19/7",,,,,,,,,HOU
LWR,13,"HILTON, TY 12/3",83,"Johnson, Marcus T/Sea",85,"Patmon, Dezmon 20/6",5,"Harris, De'Michael CF20",,,IND
RWR,86,"Pittman Jr., Michael 20/2",14,"Pascal, Zach W/Ten",10,"Fountain, Daurice 18/5",2,"Adams, Rodney SF18",16,"Dulin, Ashton CF19",IND
SWR,15,"Campbell, Parris 19/2",1,"Scott, Artavis SF20",1,"Williams, Chad SF19",9,"Henry, Malik CF19",,,IND
LT,74,"CASTONZO, ANTHONY 11/1",69,"Green, Chaz SF19",67,"Vornkahl, Travis CF19",61,"O'Donnell, Carter CF20",,,IND
LG,56,"Nelson, Quenton 18/1",60,"Eldrenkamp, Jake W/NE",68,"Lang, Cedrick SF19",,,,,IND
C,78,"Kelly, Ryan 16/1",,,,,,,,,IND
RG,64,"Glowinski, Mark W/Sea",65,"Patterson, Javon 19/7",63,"Pinter, Danny 20/5",,,,,IND
RT,72,"Smith, Braden 18/2",62,"Clark, Le'Raven 16/3",76,"Donnal, Andrew SF19",75,"Hitner, Brandon CF19",,,IND
TE,84,"DOYLE, JACK W/Ten",86,"Lengel, Matt SF19",85,"Grimble, Xavier SF19",48,"Bunting, Ian CF19",,,IND
TE,80,"Burton, Trey SF20",81,"Alie-Cox, Mo SF17",41,"Green, Farrod CF20",,,,,IND
QB,17,"RIVERS, PHILIP U/LAC",7,"Brissett, Jacoby T/NE",9,"Eason, Jacob 20/4",6,"Kelly, Chad SF19",,,IND
RB,25,"Mack, Marlon 17/4",28,"Taylor, Jonathan 20/2",21,"Hines, Nyheim 18/4",20,"Wilkins, Jordan 18/5",41,"Jackson, Darius SF19",IND
RB,,,,,,,,,35,"Anderson III, Bruce CF19",IND
FB,33,"Nix, Roosevelt SF20",,,,,,,,,IND
RWR,18,"Conley, Chris U/KC",10,"Shenault Jr., Laviska 20/2",81,"Hammond, Josh CF20",,,,,JAX
LWR,17,"Chark, DJ 18/2",16,"Board, CJ SF18",19,"Johnson, Collin 20/5",13,"Walker, Michael CF19",,,JAX
SWR,12,"Westbrook, Dede 17/4",84,"Cole, Keelan CF17",14,"Godwin, Terry SF19",83,"Ross, Marvelle CF20",,,JAX
LT,74,"Robinson, Cam 17/2",67,"Pope, Ryan SF19",64,"Pleasants, Austen CF20",,,,,JAX
LG,68,"Norwell, Andrew U/Car",69,"Shatley, Tyler CF14",78,"Bartch, Ben 20/4",,,,,JAX
C,65,"Linder, Brandon 14/3",61,"Gauthier, Tyler P/NE",,,,,,,JAX
RG,60,"Cann, AJ 15/3",76,"Richardson, Will 18/4",62,"McDermott, Kc CF18",77,"Wallace-Simms, Tre'Vour CF20",,,JAX
RT,75,"Taylor, Jawaan 19/2",72,"Hance, Blake CF19",73,"Nielsen, Steven CF20",,,,,JAX
TE,88,"Eifert, Tyler U/Cin",85,"Jones II, Charles CF19",87,"Davis, Tyler 20/6",,,,,JAX
TE,89,"Oliver, Josh 19/3",80,"O'Shaughnessy, James W/NE",86,"Ellefson, Ben CF20",,,,,JAX
QB,15,"Minshew II, Gardner 19/6",1,"Dobbs, Joshua T/Pit",6,"Luton, Jake 20/6",,,,,JAX
RB,27,"Fournette, Leonard 17/1",33,"Ozigbo, Devine W/NO",00,"Feaster, Tavien CF20",00,"Cottrell, Nathan CF20",,,JAX
RB,23,"Armstead, Ryquell 19/5",00,"Robinson, James CF20",34,"McNichols, Jeremy SF19",,,,,JAX
FB,43,"Slomka, Connor CF20",,,,,,,,,JAX
LWR,84,"Davis, Corey 17/1",16,"Hollister, Cody SF19",,,,,,,TEN
RWR,11,"Brown, AJ 19/2",15,"Thompson, Trevion CF19",,,,,,,TEN
SWR,10,"Humphries, Adam U/TB",14,"Raymond, Kalif SF18",12,"Batson, Cameron CF18",12,"Davis, Rashard SF19",,,TEN
LT,77,"Lewan, Taylor 14/1",72,"Quessenberry, David SF18",,,,,,,TEN
LG,76,"SAFFOLD, RODGER U/LAR",52,"Munyer, Daniel SF19",00,"Kerin, Zac SF20",,,,,TEN
C,60,"JONES, BEN U/Hou",75,"Douglas, Jamil SF18",,,,,,,TEN
RG,64,"Davis, Nate 19/3",00,"Gennesy, Avery SF20",,,,,,,TEN
RT,71,"KELLY, DENNIS T/Phi",00,"Wilson, Isaiah 20/1",00,"Sambrailo, Ty CC/Atl",,,,,TEN
TE,81,"Smith, Jonnu 17/3",85,"Pruitt, MyCole P/Hou",49,"Hesse, Parker CF19",,,,,TEN
TE,86,"Firkser, Anthony SF18",00,"Herdman, Cole SF20",,,,,,,TEN
QB,17,"TANNEHILL, RYAN T/Mia",5,"Woodside, Logan SF18",00,"McDonald, Cole 20/7",,,,,TEN
RB,22,"Henry, Derrick 16/2",00,"Evans, Darrynton 20/3",32,"Fluellen, David SF15",28,"Dawkins, Dalyn CF18",41,"Blasingame, Khari P/Min",TEN
RB,,,,,,,00,"Perry, Senorise U/Buf",39,"Wilson, Shaun SF19",TEN
LWR,11,"JONES, JULIO 11/1",83,"Gage, Russell 18/6",13,"Blake, Christian CF18",19,"Gray, Devin CF18",00,"McCleskey, Jalen CF20",ATL
RWR,18,"Ridley, Calvin 18/1",80,"Treadwell, Laquon U/Min",17,"Zaccheaus, Olamide CF19",15,"Powell, Brandon SF19",00,"Green, Juwan CF20",ATL
RWR,,,,,,,,,00,"Rowland, Chris CF20",ATL
LT,70,"Matthews, Jake 14/1",75,"Wetzel, John SF19",73,"Gono, Matt CF18",00,"Atkinson, Hunter CF20",,,ATL
LG,77,"CARPENTER, JAMES U/NYJ",65,"McCray, Justin SF20",64,"Harlow, Sean 17/4",,,,,ATL
C,51,"MACK, ALEX U/Cle",61,"Hennessy, Matt 20/3",00,"Capps, Austin CF20",,,,,ATL
RG,63,"Lindstrom, Chris 19/1",68,"Brown, Jamon U/NYG",00,"Gooseberry, Justin CF20",,,,,ATL
RT,76,"McGary, Kaleb 19/1",00,"Dill, Scottie CF20",00,"Ksiezarczyk, Evin CF20",,,,,ATL
TE,81,"Hurst, Hayden T/Bal",86,"Lee, Khari SF20",87,"Graham, Jaeden CF18",85,"Meier, Carson CF19",00,"Pinkney, Jared CF20",ATL
TE,,,,,,,,,00,"Repp, Caleb CF20",ATL
QB,2,"RYAN, MATT 08/1",8,"SCHAUB, MATT U/Bal",6,"Benkert, Kurt CF18",16,"Etling, Danny W/NE",,,ATL
RB,21,"Gurley, Todd CC/LAR",23,"Hill, Brian 17/5",30,"Ollison, Qadree 19/5",25,"Smith, Ito 18/4",42,"Reynolds, Craig CF19",ATL
RB,,,,,,,,,00,"Daniel, Mikey CF20",ATL
FB,40,"Smith, Keith SF19",,,,,,,,,ATL
LWR,12,"Moore, DJ 18/1",14,"Cooper, Pharoh U/Arz",11,"Zylstra, Brandon W/Min",83,"Jeanpiere Jr., Damion CF19",19,"Kirkwood, Keith R/NO",CAR
RWR,11,"Anderson, Robby U/NYJ",15,"Roberts, Seth U/Bal",13,"Hyman, Ishmael SF20",00,"Bayless, Omar CF20",00,"Hights, TreVontae CF20",CAR
SWR,10,"Samuel, Curtis 17/2",18,"White, DeAndrew SF18",,,,,,,CAR
LT,76,"OKUNG, RUSSELL T/LAC",74,"Little, Greg 19/2",67,"Marz, Tyler SF19",,,,,CAR
LG,67,"Miller, John SF20",00,"Horton, Mike CF20",00,"Tecklenburg, Sam CF20",,,,,CAR
C,61,"PARADIS, MATT U/Den",69,"Larsen, Tyler SF16",00,"Mauigoa, Frederick CF20",64,"Reed, Chris W/Mia",,,CAR
RG,65,"Daley, Dennis 19/6",00,"Bowen, Branden CF20",,,,,,,CAR
RT,72,"Moton, Taylor 17/2",62,"Kaskey, Matt CF19",62,"Monteiro, Aaron CF19",,,,,CAR
TE,80,"Thomas, Ian 18/4",82,"Manhertz, Chris W/NO",84,"Hemingway, Temarrick W/Den",82,"Thompson, Colin SF20",00,"Ricci, Giovanni CF20",CAR
TE,,,,,,,,,00,"Sutton, Cam CF20",CAR
QB,5,"Bridgewater, Teddy U/NO",3,"Grier, Will 19/3",6,"Walker, P.J. SF20",,,,,CAR
RB,22,"McCaffrey, Christian 17/1",39,"Bonnafon, Reggie CF18",20,"Scarlett, Jordan 19/5",27,"Davis, Mike W/Chi",34,"Murphy, Marcus SF19",CAR
RB,,,,,,,,,00,"Smith, Rodney CF20",CAR
FB,40,"Armah, Alex 17/6",87,"DeValve, Seth U/Jax",,,,,,,CAR
LWR,13,"Thomas, Michael 16/2",11,"Harris, Deonte CF19",84,"Humphrey, Lil'Jordan CF19",81,"Hogan, Krishawn SF19",17,"Butler, Emmanuel CF19",NO
LWR,,,,,,,,,16,"Lewis, Tommylee CF16",NO
RWR,17,"SANDERS, EMMANUEL U/SF",10,"Smith, Tre'Quan 18/3",14,"White, Tim SF19",15,"Harris, Maurice SF20",,,NO
LT,72,"Armstead, Terron 13/3",64,"Clapp, Will 18/7",,,,,,,NO
LG,75,"Peat, Andrus 15/1",68,"Kelly II, Derrick CF19",00,"Magee, Adrian CF20",,,,,NO
C,78,"McCoy, Erik 19/2",62,"Easton, Nick U/Min",00,"Throckmorton, Calvin CF20",,,,,NO
RG,51,"Ruiz, Cesar 20/1",67,"Warford, Larry U/Det",63,"Tom, Cameron CF17",,,,,NO
RT,71,"Ramczyk, Ryan 17/1",73,"Greenidge, Ethan CF19",,,,,,,NO
TE,87,"COOK, JARED U/Oak",89,"Hill, Josh CF13",82,"Trautman, Adam 20/3",45,"Griffin, Garrett CF16",86,"Vander Laan, Jason SF19",NO
TE,,,,,,,,,85,"Wick, Cole SF19",NO
QB,9,"BREES, DREW U/SD",7,"Hill, Taysom W/GB",00,"Winston, Jameis U/TB",2,"Stevens, Tommy 20/7",,,NO
RB,41,"Kamara, Alvin 17/3",28,"Murray, Latavius U/Min",27,"Washington, Dwayne SF18",30,"Ortiz, Ricky SF19",44,"Mizzell, Taquan SF19",NO
RB,,,,,,,,,00,"Jones Jr., Tony CF20",NO
FB,32,"Burton, Mike U/Was",,,,,,,,,NO
LWR,14,"Godwin, Chris 17/3",17,"Watson, Justin 18/5",10,"Miller, Scott 19/6",86,"McElroy, Codey SF19",15,"Grayson, Cyril P/Dal",TB
RWR,13,"Evans, Mike 14/1",18,"Johnson, Tyler 20/5",83,"Schnell, Spencer CF19",85,"Mickens, Jaydon SF19",16,"Mitchell, Bryant SF19",TB
LT,76,"Smith, Donovan 15/2",62,"Seaton, Brad SF19",,,,,,,TB
LG,74,"Marpet, Ali 15/2",61,"Bailey, Zack CF19",77,"Fabiano, Anthony SF19",,,,,TB
C,66,"Jensen, Ryan U/Bal",,,,,,,,,TB
RG,65,"Cappa, Alex 18/3",64,"Stinnie, Aaron W/Ten",,,,,,,TB
RT,78,"Wirfs, Tristan 20/1",73,"Haeg, Joe U/Ind",,,,,,,TB
TE,80,"Howard, OJ 17/1",88,"Hudson, Tanner CF18",82,"Auclair, Antony CF17",,,,,TB
TE,87,"GRONKOWSKI, ROB T/NE",84,"Brate, Cameron CF14",81,"Leggett, Jordan W/NYJ",,,,,TB
QB,12,"BRADY, TOM U/NE",11,"GABBERT, BLAINE SF19",4,"GRIFFIN, RYAN W/NO",,,,,TB
RB,27,"Jones II, Ronald 18/2",30,"Vaughn, Ke'Shawn 20/3",44,"Ogunbowale, Dare SF18",43,"Calais, Raymond 20/7",22,"Logan, TJ W/Arz",TB
RB,,,,,,,,,23,"Ware, Aca'Cedric CF19",TB
LWR,14,"Sutton, Courtland 18/2",11,"Spencer, Diontae W/Pit",19,"Brown, Fred SF18",00,"Cleveland, Tyrie 20/7",16,"McKnight, Kelvin CF19",DEN
LWR,,,,,,,,,00,"Hinton, Kendall CF20",DEN
RWR,00,"Jeudy, Jerry 20/1",81,"Patrick, Tim SF17",17,"Hamilton, DaeSean 18/4",15,"Winfree, Juwann 19/6",12,"Benson, Trinity CF19",DEN
RWR,,,,,,,,,00,"Manning, Zimari CF20",DEN
SWR,00,"Hamler, KJ 20/2",,,,,,,,,DEN
LT,72,"Bolles, Garett 17/1",69,"Rodgers, Jake SF18",00,"Watts, Hunter CF20",,,,,DEN
LG,66,"Risner, Dalton 19/2",71,"Schlottmann, Austin SF18",00,"Muti, Netane 20/6",,,,,DEN
C,61,"Glasgow, Graham U/Det",00,"Cushenberry III, Lloyd 20/3",50,"Morris, Patrick W/Pit",74,"Falah, Nico P/NYJ",,,DEN
RG,68,"Wilkinson, Elijah CF17",00,"Jones, Tyler SF20",,,,,,,DEN
RT,70,"James, Ja'Wuan U/Mia",76,"Anderson, Calvin P/NYJ",75,"Bailey, Quinn CF19",,,,,DEN
TE,82,"Heuerman, Jeff 15/3",84,"Fumagalli, Troy 18/5",88,"Vannett, Nick U/Pit",,,,,DEN
TE,87,"Fant, Noah 19/1",80,"Butt, Jake 17/5",00,"Okwuegbunam, Albert 20/4",89,"Fort, Austin CF19",,,DEN
QB,3,"Lock, Drew 19/2",9,"Driskel, Jeff U/Det",4,"Rypien, Brett CF19",00,"Neal, Riley CF20",,,DEN
RB,30,"Lindsay, Phillip CF18",28,"Freeman, Royce 18/3",00,"Bellamy, LeVante CF20",,,,,DEN
RB,25,"Gordon, Melvin U/LAC",33,"Muhammad, Khalfani SF18",,,,,,,DEN
FB,83,"Beck, Andrew W/NE",00,"Cox, Jeremy CF19",,,,,,,DEN
LWR,10,"Hill, Tyreek 16/5",11,"Robinson, Demarcus 16/4",13,"Pringle, Byron CF18",80,"Davis III, Felton CF19",00,"Baccellia, Andre CF20",KC
LWR,,,,,,,00,"Lipscomb, Kalija CF20",00,"Hifo, Aleva CF20",KC
RWR,14,"Watkins, Sammy U/LAR",17,"Hardman, Mecole 19/2",12,"Dieter, Gehrig CF17",1,"Fortson, Joe CF19",00,"White, Cody CF20",KC
RWR,,,,,,,00,"Shelton-Mosley, Justice CF20",00,"Ffrench, Maurice CF20",KC
LT,72,"Fisher, Eric 13/1",74,"Rankin, Martinas T/Hou",00,"Niang, Lucas 20/3",70,"Senat, Greg W/Bal",00,"Durant, Yasir CF20",KC
LG,73,"Allegretti, Nick 19/7",77,"Wylie, Andrew SF17",00,"Fair, Jovahn CF20",,,,,KC
C,62,"Reiter, Austin W/Cle",00,"Williams, Darryl CF20",,,,,,,KC
RG,76,"Duvernay-Tardif, Laurent 14/6",60,"Hunter, Ryan CF18",,,,,,,KC
RT,71,"SCHWARTZ, MITCHELL U/Cle",75,"REMMERS, MIKE U/NYG",68,"Barton, Jackson P/Ind",,,,,KC
TE,87,"KELCE, TRAVIS 13/3",82,"Yelder, Deon CF18",83,"Seals-Jones, Ricky R/Cle",48,"Keizer, Nick SF19",00,"Mack, Alize` CF19",KC
QB,15,"Mahomes II, Patrick 17/1",4,"HENNE, CHAD U/Jax",8,"Ta'amu, Jordan SF20",,,,,KC
RB,25,"Edwards-Helaire, Clyde 20/1",26,"Williams, Damien U/Mia",34,"Thompson, Darwin 19/6",30,"McGuire, Elijah SF19",31,"Williams, Darrel CF18",KC
RB,,,,,,,24,"Washington, DeAndre U/LV",45,"Weber, Mike SF20",KC
FB,42,"SHERMAN, ANTHONY T/Arz",40,"Lovett, John CF19",,,,,,,KC
LWR,11,"Ruggs III, Henry 20/1",81,"Jones, Zay T/Buf",10,"Gafford, Rico SF18",19,"Ratliff-Williams, Anthony CF19",,,LV
RWR,16,"Williams, Tyrell U/LAC",89,"Edwards, Bryan 20/3",88,"Ateman, Marcell 18/7",18,"Doss, Keelan P/Jax",,,LV
SWR,13,"Renfrow, Hunter 19/5",15,"Agholor, Nelson U/Phi",17,"Pierson-El, De'Mornay SF20",,,,,LV
LT,74,"Miller, Kolton 18/1",75,"Parker, Brandon 18/3",,,,,,,LV
LG,64,"INCOGNITO, RICHIE SF19",62,"Magnuson, Erik P/Buf",70,"Kalis, Kyle SF19",67,"Cotton, Lester CF19",,,LV
C,61,"HUDSON, RODNEY U/KC",68,"James, Andre CF19",65,"DEVEY, JORDAN U/KC",,,,,LV
RG,66,"Jackson, Gabe 14/3",76,"Simpson, John 20/4",69,"KUSH, ERIC SF20",,,,,LV
RT,77,"Brown, Trent U/NE",72,"Sharpe, David W/Hou",71,"Good, Denzelle W/Ind",,,,,LV
TE,83,"Waller, Darren P/Bal",87,"Moreau, Foster 19/4",85,"Carrier, Derek U/LAR",,,,,LV
TE,82,"WITTEN, JASON U/Dal",84,"O'Leary, Nick U/Jax",86,"Butler, Paul W/Det",,,,,LV
QB,4,"Carr, Derek 14/2",8,"Mariota, Marcus U/Ten",14,"Kizer, DeShone W/GB",3,"Peterman, Nathan SF18",,,LV
RB,28,"Jacobs, Josh 19/1",33,"Bowden Jr., Lynn 20/3",30,"Richard, Jalen CF16",34,"Smith, Rod SF19",40,"Stanback, William SF20",LV
FB,45,"Ingold, Alec CF19",,,,,,,,,LV
LWR,13,"Allen, Keenan 13/3",15,"Patton, Andre CF17",11,"Jennings, Darius R/Ten",84,"Hill, KJ 20/7",3,"Johnson, Tyron CF19",LAC
LWR,,,,,,,,,8,"Cotton, Jeff CF20",LAC
RWR,81,"Williams, Mike 17/1",12,"Reed, Joe 20/5",89,"Moore, Jason CF19",8,"Guyton, Jalen CF19",6,"Schoen, Dalton CF20",LAC
LT,75,"BULAGA, BRYAN U/GB",78,"Scott, Trent CF18",70,"St. Louis, Tyree CF19",,,,,LAC
LG,66,"Feeney, Dan 17/3",74,"Norton, Storm SF20",62,"Dunlop, Josh CF20",,,,,LAC
C,53,"POUNCEY, MIKE CC/Mia",61,"Quessenberry, Scott 18/5",,,,,,,LAC
RG,70,"Turner, Trai T/Car",77,"Lamp, Forrest 17/2",63,"Gilliam, Nathan CF20",,,,,LAC
RT,69,"Tevi, Sam 17/6",79,"Pipkins, Trey 19/3",64,"Toner, Cole SF17",67,"Roberts, Ryan CF20",,,LAC
TE,86,"Henry, Hunter 16/2",88,"GREEN, VIRGIL U/Den",87,"Vollert, Andrew W/Cin",82,"Anderson, Stephen SF19",48,"Parham, Donald SF20",LAC
QB,5,"TAYLOR, TYROD U/Cle",10,"Herbert, Justin 20/1",2,"Stick, Easton 19/5",,,,,LAC
RB,30,"Ekeler, Austin CF17",22,"Jackson, Justin 18/7",27,"Kelley, Joshua 20/4",34,"Bradwell, Darius CF20",41,"Holly, Bobby CF20",LAC
RB,,,,,,,,,47,"Nabers, Gabe CF20",LAC
LWR,11,"FITZGERALD, LARRY 04/1",89,"Isabella, Andy 19/2",83,"Richardson, AJ CF19",00,"Leatherbury, Shane CF20",,,ARZ
RWR,10,"Hopkins, DeAndre T/Hou",16,"Sherfield, Trent CF18",17,"Butler, Hakeem 19/4",,,,,ARZ
SWR,13,"Kirk, Christian 18/2",19,"Johnson, KeeSean 19/6",10,"Dixon, Johnnie CF19",,,,,ARZ
LT,74,"Humphries, DJ 15/1",66,"Miles, Joshua 19/7",78,"Toth, Brett W/Phi",00,"Dennis, Jackson CF20",,,ARZ
LG,67,"Pugh, Justin U/NYG",70,"Jones, Sam SF19",00,"Gonzalez, Steven CF20",,,,,ARZ
C,52,"Cole, Mason 18/3",65,"Gaillard, Lamont 19/6",,,,,,,ARZ
RG,64,"SWEEZY, JR U/Sea",73,"Garcia, Max U/Den",00,"Dickinson, Andrew CF20",,,,,ARZ
